正题名,创建日期,导演,演员,出品年代,内容描述,总集数,分类名称,连续剧分类,字母语种,声轨,声道语种,地区参数,画面高宽比,编码格式,编码码率,彩色.黑白,来源,批次,标清.高清,内容编号,素材分类,标识,素材分类.1,编目层ID,入点,时长,编目层,首播日期,素材大小,海报
那片星空那片海2(30),2017/10/27 9:23,卫翰韬,冯绍峰，郭碧婷，黄宗泽，王阳明，刘恩佑，刘萌萌，叶青，黄柏钧，宫正楠，李川，孙佳奇，李柄辉，裴立言,2017,大唐盛世，锦绣繁华。在造船业发达的滨海小镇常乐，人类女子陆漓女扮男装混入造船厂，希望能在船厂大展身手，实现自己扬帆远航的梦想，鲛人王子吴居蓝也带着神秘任务来到船厂，两人不打不相识，产生了纯洁的爱情。随着陆漓和吴居蓝的相爱，两人背后的阴谋也逐渐浮出了水面，陆漓在亲情和爱情之间痛苦挣扎。最终，陆漓和吴居蓝用爱化解了仇恨，人类和鲛人终于和平共处，同享盛世繁华。,34,电视剧场\大陆剧场,那片星空那片海2,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,40415,无,51571,1,51493,00:00.0,38:52.1,节目层,无,1551.25,35515
特勤精英(17),2017/10/27 9:14,徐宗政,张丹峰，苏青，李乃文，包文婧,2016,林毅怀揣着英雄梦来到了消防特勤队，成为一名光荣的消防员战士。在与队长郑志勇的不断冲突中，林毅慢慢融入特勤队这个大家庭，队员们也慢慢接受了他。大家不但看到了林毅在消防业务上表现出的过人才能，更看到了他的改变。在一次次的突发事件中，林毅和他的同伴们一起披荆斩棘，救人于危难，一步步实现着自己关于英雄的梦想。林毅不但在消防群体中实现了自己的梦想，还收获了最美好的爱情。他和率性美丽的急救医生叶一帆在冲突中相识，在误会中争斗，在理解中慢慢走近，又在共同的消防救护经历中真诚相爱。林毅和郑志勇也在经过一次次救援行动的洗礼后，放下了从前的恩怨，为了各自的英雄梦想坚守着国家和人民的消防事业……,37,电视剧场\大陆剧场,特勤精英,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,27137,无,51568,1,51467,00:00.0,35:18.1,节目层,无,1408.9,35528
情满四合院(41),2017/10/27 9:08,刘家成,何冰，郝蕾，海一天，卫紫冰,2014,何雨柱是钢厂食堂的厨师，为人善良仗义却口无遮拦，人称“傻柱”。同院住着钢厂工人秦淮茹，她讲孝道，又能干，膝下有一儿两女，但丈夫因工伤去世，日子过得比较艰难。院里住着钢厂放映员许大茂，为人自私自利，跟傻柱是对头。院里还住着三位受人尊敬的老工人，人称“三位大爷”，一旦院里发生邻里纠纷，都由三位大爷协调解决。傻柱看似不着调，却心地善良，不仅对秦淮茹一家的生活资助颇多，还为孤寡老人聋奶奶养老送终。傻柱在与邻里之间的相处中逐渐成熟起来，有了男人的责任与担当。在改革开放的春风下，傻柱开办饭店，并把四合院改建成养老院，和所有的“邻里家人”幸福和睦地生活在一起。,42,电视剧场\大陆剧场,情满四合院,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,35419,无,51565,1,51495,00:00.0,38:57.2,节目层,无,1554.76,35503
10月26日 悠拳英雄(嘉佳卡通),2017/10/27 8:57,无,无,2017,10月26日 悠拳英雄,1,电视剧场,悠拳英雄,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,29668,无,51556,1,51454,00:00.0,25:03.1,节目层,无,999.94,35534
10月26日 爆兽猎人(南方少儿),2017/10/27 8:54,无,无,2017,10月26日 爆兽猎人,1,电视剧场,爆兽猎人,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,22730,无,51554,1,51450,00:00.0,26:08.0,节目层,无,1042.95,35543
老友记 第五季(20),2017/10/26 17:08,凯文·布莱特,柯特妮·考克斯，詹妮弗·安妮斯顿，莉莎·库卓，马特·勒布朗,1998,罗斯和艾米丽还是完婚了，但由于不能容忍生活里还有瑞秋，最终两人离婚了。罗斯搬出公寓，找到了跟大家很近新住处，但因为得罪上司而丢掉了博物馆的工作。菲比生下一个男孩两个女孩，希望留下一个孩子，但无奈弟弟不同意。一夜情后，钱德勒和摩妮卡决定秘密维持关系。直至被大家知道，两人的恋情才公之于众。乔伊获得一个做男主角的机会，但却因为资金问题被迫停止了。众人去拉斯维加斯看望乔伊，在飞机上罗斯和瑞秋再次重逢。钱德勒和摩妮卡决定在拉斯维加斯的小教堂结婚，刚到就遇到了酩酊大醉刚糊涂结了婚的罗斯和瑞秋。,24,电视剧场\欧美剧场,老友记 第五季,中文,MP2,英语语,美国,16:09,H264,7.5M,彩色,10033,无,高清,51812,无,51546,1,51665,00:00.0,22:20.1,节目层,无,1280,24004
老友记 第五季(18),2017/10/26 17:06,凯文·布莱特,柯特妮·考克斯，詹妮弗·安妮斯顿，莉莎·库卓，马特·勒布朗,1998,罗斯和艾米丽还是完婚了，但由于不能容忍生活里还有瑞秋，最终两人离婚了。罗斯搬出公寓，找到了跟大家很近新住处，但因为得罪上司而丢掉了博物馆的工作。菲比生下一个男孩两个女孩，希望留下一个孩子，但无奈弟弟不同意。一夜情后，钱德勒和摩妮卡决定秘密维持关系。直至被大家知道，两人的恋情才公之于众。乔伊获得一个做男主角的机会，但却因为资金问题被迫停止了。众人去拉斯维加斯看望乔伊，在飞机上罗斯和瑞秋再次重逢。钱德勒和摩妮卡决定在拉斯维加斯的小教堂结婚，刚到就遇到了酩酊大醉刚糊涂结了婚的罗斯和瑞秋。,24,电视剧场\欧美剧场,老友记 第五季,中文,MP2,英语语,美国,16:09,H264,7.5M,彩色,10033,无,高清,50159,无,51544,1,51666,00:00.0,22:20.1,节目层,无,1280,23997
老友记 第五季(17),2017/10/26 17:06,凯文·布莱特,柯特妮·考克斯，詹妮弗·安妮斯顿，莉莎·库卓，马特·勒布朗,1998,罗斯和艾米丽还是完婚了，但由于不能容忍生活里还有瑞秋，最终两人离婚了。罗斯搬出公寓，找到了跟大家很近新住处，但因为得罪上司而丢掉了博物馆的工作。菲比生下一个男孩两个女孩，希望留下一个孩子，但无奈弟弟不同意。一夜情后，钱德勒和摩妮卡决定秘密维持关系。直至被大家知道，两人的恋情才公之于众。乔伊获得一个做男主角的机会，但却因为资金问题被迫停止了。众人去拉斯维加斯看望乔伊，在飞机上罗斯和瑞秋再次重逢。钱德勒和摩妮卡决定在拉斯维加斯的小教堂结婚，刚到就遇到了酩酊大醉刚糊涂结了婚的罗斯和瑞秋。,24,电视剧场\欧美剧场,老友记 第五季,中文,MP2,英语语,美国,16:09,H264,7.5M,彩色,10033,无,高清,43362,无,51543,1,51664,00:00.0,22:20.1,节目层,无,1280,23983
老友记 第五季(10),2017/10/26 17:01,凯文·布莱特,柯特妮·考克斯，詹妮弗·安妮斯顿，莉莎·库卓，马特·勒布朗,1998,罗斯和艾米丽还是完婚了，但由于不能容忍生活里还有瑞秋，最终两人离婚了。罗斯搬出公寓，找到了跟大家很近新住处，但因为得罪上司而丢掉了博物馆的工作。菲比生下一个男孩两个女孩，希望留下一个孩子，但无奈弟弟不同意。一夜情后，钱德勒和摩妮卡决定秘密维持关系。直至被大家知道，两人的恋情才公之于众。乔伊获得一个做男主角的机会，但却因为资金问题被迫停止了。众人去拉斯维加斯看望乔伊，在飞机上罗斯和瑞秋再次重逢。钱德勒和摩妮卡决定在拉斯维加斯的小教堂结婚，刚到就遇到了酩酊大醉刚糊涂结了婚的罗斯和瑞秋。,24,电视剧场\欧美剧场,老友记 第五季,中文,MP2,英语语,美国,16:09,H264,7.5M,彩色,10033,无,高清,50036,无,51537,1,51657,00:00.0,22:19.2,节目层,无,1279.47,23996
老友记 第五季(06),2017/10/26 17:00,凯文·布莱特,柯特妮·考克斯，詹妮弗·安妮斯顿，莉莎·库卓，马特·勒布朗,1998,罗斯和艾米丽还是完婚了，但由于不能容忍生活里还有瑞秋，最终两人离婚了。罗斯搬出公寓，找到了跟大家很近新住处，但因为得罪上司而丢掉了博物馆的工作。菲比生下一个男孩两个女孩，希望留下一个孩子，但无奈弟弟不同意。一夜情后，钱德勒和摩妮卡决定秘密维持关系。直至被大家知道，两人的恋情才公之于众。乔伊获得一个做男主角的机会，但却因为资金问题被迫停止了。众人去拉斯维加斯看望乔伊，在飞机上罗斯和瑞秋再次重逢。钱德勒和摩妮卡决定在拉斯维加斯的小教堂结婚，刚到就遇到了酩酊大醉刚糊涂结了婚的罗斯和瑞秋。,24,电视剧场\欧美剧场,老友记 第五季,中文,MP2,英语语,美国,16:09,H264,7.5M,彩色,10033,无,高清,31205,无,51535,1,51658,00:00.0,22:19.1,节目层,无,1279.08,23964
老友记 第五季(03),2017/10/26 16:58,凯文·布莱特,柯特妮·考克斯，詹妮弗·安妮斯顿，莉莎·库卓，马特·勒布朗,1998,罗斯和艾米丽还是完婚了，但由于不能容忍生活里还有瑞秋，最终两人离婚了。罗斯搬出公寓，找到了跟大家很近新住处，但因为得罪上司而丢掉了博物馆的工作。菲比生下一个男孩两个女孩，希望留下一个孩子，但无奈弟弟不同意。一夜情后，钱德勒和摩妮卡决定秘密维持关系。直至被大家知道，两人的恋情才公之于众。乔伊获得一个做男主角的机会，但却因为资金问题被迫停止了。众人去拉斯维加斯看望乔伊，在飞机上罗斯和瑞秋再次重逢。钱德勒和摩妮卡决定在拉斯维加斯的小教堂结婚，刚到就遇到了酩酊大醉刚糊涂结了婚的罗斯和瑞秋。,24,电视剧场\欧美剧场,老友记 第五季,中文,MP2,英语语,美国,16:09,H264,7.5M,彩色,10033,无,高清,39222,无,51532,1,51652,00:00.0,22:19.1,节目层,无,1279.06,23976
鬼同你OT(27),2017/10/26 16:54,徐正康,陈豪，胡定欣，田蕊妮,2015,表面上看这是一段人鬼情未了的故事，其实这是一段办公室政治斗争。地道的港式喜剧，陈豪携手胡定欣、田蕊妮玩转商战，一关又一关地攻破职场难题，给观众带来无限共鸣。,28,电视剧场\港台剧场,鬼同你OT,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,23752,无,51527,1,51649,00:00.0,42:17.0,节目层,无,2244.48,23946
鬼同你OT(22),2017/10/26 16:48,徐正康,陈豪，胡定欣，田蕊妮,2015,表面上看这是一段人鬼情未了的故事，其实这是一段办公室政治斗争。地道的港式喜剧，陈豪携手胡定欣、田蕊妮玩转商战，一关又一关地攻破职场难题，给观众带来无限共鸣。,28,电视剧场\港台剧场,鬼同你OT,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,49071,无,51521,1,51643,00:00.0,42:17.1,节目层,无,2244.9,23994
鬼同你OT(21),2017/10/26 16:47,徐正康,陈豪，胡定欣，田蕊妮,2015,表面上看这是一段人鬼情未了的故事，其实这是一段办公室政治斗争。地道的港式喜剧，陈豪携手胡定欣、田蕊妮玩转商战，一关又一关地攻破职场难题，给观众带来无限共鸣。,28,电视剧场\港台剧场,鬼同你OT,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,30972,无,51520,1,51644,00:00.0,42:12.2,节目层,无,2240.81,23962
鬼同你OT(10),2017/10/26 16:37,徐正康,陈豪，胡定欣，田蕊妮,2015,表面上看这是一段人鬼情未了的故事，其实这是一段办公室政治斗争。地道的港式喜剧，陈豪携手胡定欣、田蕊妮玩转商战，一关又一关地攻破职场难题，给观众带来无限共鸣。,28,电视剧场\港台剧场,鬼同你OT,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,42028,无,51511,1,51634,00:00.0,42:08.0,节目层,无,2236.63,23980
鬼同你OT(09),2017/10/26 16:35,徐正康,陈豪，胡定欣，田蕊妮,2015,表面上看这是一段人鬼情未了的故事，其实这是一段办公室政治斗争。地道的港式喜剧，陈豪携手胡定欣、田蕊妮玩转商战，一关又一关地攻破职场难题，给观众带来无限共鸣。,28,电视剧场\港台剧场,鬼同你OT,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,20750,无,51510,1,51636,00:00.0,42:10.2,节目层,无,2238.79,23943
鬼同你OT(06),2017/10/26 16:32,徐正康,陈豪，胡定欣，田蕊妮,2015,表面上看这是一段人鬼情未了的故事，其实这是一段办公室政治斗争。地道的港式喜剧，陈豪携手胡定欣、田蕊妮玩转商战，一关又一关地攻破职场难题，给观众带来无限共鸣。,28,电视剧场\港台剧场,鬼同你OT,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,13740,无,51507,1,51630,00:00.0,42:15.2,节目层,无,2243.46,23927
鬼同你OT(04),2017/10/26 16:30,徐正康,陈豪，胡定欣，田蕊妮,2015,表面上看这是一段人鬼情未了的故事，其实这是一段办公室政治斗争。地道的港式喜剧，陈豪携手胡定欣、田蕊妮玩转商战，一关又一关地攻破职场难题，给观众带来无限共鸣。,28,电视剧场\港台剧场,鬼同你OT,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,34054,无,51505,1,51628,00:00.0,42:19.1,节目层,无,2246.56,23971
鬼同你OT(02),2017/10/26 16:27,徐正康,陈豪，胡定欣，田蕊妮,2015,表面上看这是一段人鬼情未了的故事，其实这是一段办公室政治斗争。地道的港式喜剧，陈豪携手胡定欣、田蕊妮玩转商战，一关又一关地攻破职场难题，给观众带来无限共鸣。,28,电视剧场\港台剧场,鬼同你OT,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,11898,无,51503,1,51626,00:00.0,42:08.1,节目层,无,2236.94,23925
爱回家之开心速递 第一部(05),2017/10/26 16:16,罗镇岳,刘丹，单立文，汤盈盈,2017,熊树根身为一家之主，不理若水、心如及金城安的强烈反对，力邀亲弟熊树仁搬回熊家同住。树仁是一位自由摄影师，为人不拘小节、不修边幅，甚至可用邋遢来形容，若水等人因而对熊树仁敬而远之。一天，树仁目击了一宗交通意外……,20,电视剧场\港台剧场,爱回家之开心速递 第一部,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,50786,无,51487,1,51611,00:00.0,22:00.1,节目层,无,1168.79,24001
爱回家之开心速递 第一部(04),2017/10/26 16:16,罗镇岳,刘丹，单立文，汤盈盈,2017,熊树根身为一家之主，不理若水、心如及金城安的强烈反对，力邀亲弟熊树仁搬回熊家同住。树仁是一位自由摄影师，为人不拘小节、不修边幅，甚至可用邋遢来形容，若水等人因而对熊树仁敬而远之。一天，树仁目击了一宗交通意外……,20,电视剧场\港台剧场,爱回家之开心速递 第一部,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,22132,无,51486,1,51609,00:00.0,21:58.2,节目层,无,1167.35,23945
爱回家之开心速递 第五部(16),2017/10/26 16:11,罗镇岳,刘丹，单立文，汤盈盈,2017,熊树根身为一家之主，不理若水、心如及金城安的强烈反对，力邀亲弟熊树仁搬回熊家同住。树仁是一位自由摄影师，为人不拘小节、不修边幅，甚至可用邋遢来形容，若水等人因而对熊树仁敬而远之。一天，树仁目击了一宗交通意外……,20,电视剧场\港台剧场,爱回家之开心速递 第五部,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10039,无,高清,38421,无,51480,1,51605,00:00.0,21:58.1,节目层,无,1175.24,23973
成长边缘,2017/10/26 14:59,凯莉·弗莱蒙·克雷格,海莉·斯坦菲尔德，伍迪·哈里森,2016,娜丁从小就是一个性格古怪孤僻不合群的姑娘，因此常常受到同学的欺负。克里斯塔好像一道光，照亮娜丁的生活，她们从相识起便形影不离，互相分享快乐和秘密，时光荏苒，两个女孩长大走进了高中校园，她们之间的感情从未改变。娜丁的哥哥达里安英俊、帅气、阳光开朗，他的存在衬得愤世嫉俗少年老成的娜丁显得更加不合时宜，但娜丁不在意，因为她拥有克里斯塔的友谊……,1,家庭影院\喜剧,无,中文,MP2,英语,美国,16:09,H264,8M,彩色,10036,无,高清,35394,无,51464,1,51449,00:00.0,31:59.1,节目层,无,5264.07,35527
